x,y,z,a
-0.6143225097656251,-0.4293072509765625,-9.874815216064453,9.903215256327808
-0.5466632080078125,-0.3992198181152344,-10.008936309814453,10.031800595111903
-0.6210585021972657,-0.42346939086914065,-9.760902099609375,9.78980335789812
-0.5893244934082031,-0.44068359375000005,-9.838440856933595,9.865922353419952
-0.5897735595703125,-0.42421783447265626,-9.81673599243164,9.8435816229539
-0.6032455444335938,-0.4174818420410156,-9.821975097656251,9.849334550836035
-0.621357879638672,-0.4225712585449219,-9.793085174560547,9.8218719865072
-0.6255491638183595,-0.42616378784179687,-9.806257781982422,9.835426732842471
-0.6209088134765626,-0.42526565551757817,-9.817484436035157,9.84628758894479
-0.6053411865234375,-0.4278103637695313,-9.807754669189453,9.83572627264798
-0.5890251159667969,-0.4293072509765625,-9.81763412475586,9.844653122916599
-0.5894741821289062,-0.41448806762695317,-9.82676513671875,9.853151436055002
-0.5965095520019531,-0.4213737487792969,-9.810299377441407,9.837446485588481
-0.6161187744140625,-0.43125320434570313,-9.816286926269532,9.845053107489774
-0.6198609924316406,-0.41688308715820316,-9.80955093383789,9.83795246389495
-0.6153703308105469,-0.41119491577148437,-9.813143463134766,9.8410134910416
-0.6041436767578126,-0.42661285400390625,-9.804311828613281,9.83216754037756
-0.604742431640625,-0.4336482238769531,-9.820178833007812,9.848333691693886
-0.6012995910644532,-0.4147874450683594,-9.819280700683594,9.846414743530657
-0.6035449218750001,-0.42691223144531254,-9.82721420288086,9.85498145687662
-0.5986051940917969,-0.4385879516601563,-9.803413696289063,9.831460098597924
-0.5971083068847657,-0.42421783447265626,-9.8243701171875,9.851636782825594
-0.5981561279296875,-0.4197271728515625,-9.832752685546875,9.8598674954656
-0.6010002136230469,-0.4279600524902344,-9.816137237548828,9.843825543440676
-0.5980064392089844,-0.4272116088867188,-9.806257781982422,9.833758851364712
-0.611927490234375,-0.4237687683105469,-9.807006225585939,9.835212571723162
-0.6230044555664063,-0.41912841796875,-9.813442840576172,9.84212698392275
-0.6122268676757813,-0.4194277954101563,-9.819580078125,9.847583171711529
-0.5974076843261719,-0.42616378784179687,-9.820178833007812,9.847559282767193
-0.5840853881835938,-0.4297563171386719,-9.809401245117188,9.836167903229224
-0.5902226257324219,-0.4197271728515625,-9.806108093261718,9.832816970954429
-0.6060896301269532,-0.4302053833007813,-9.81763412475586,9.845728064452073
-0.6141728210449219,-0.41344024658203127,-9.828411712646485,9.856257803288766
-0.6048921203613281,-0.42302032470703127,-9.812993774414062,9.840715801661972
-0.5912704467773438,-0.429906005859375,-9.828711090087891,9.85586026724826
-0.5813909912109375,-0.42646316528320316,-9.816586303710938,9.843030680344839
-0.5852828979492187,-0.41209304809570313,-9.82960922241211,9.855637686940902
-0.6045927429199219,-0.429906005859375,-9.821526031494141,9.849503802018782
-0.6005511474609375,-0.4245172119140625,-9.804611206054688,9.832155279785866
-0.6246510314941407,-0.4044589233398438,-9.805060272216798,9.833259015891937
-0.6176156616210938,-0.42421783447265626,-9.805808715820312,9.834393445852262
-0.6108796691894531,-0.4465214538574219,-9.813143463134766,9.842273111789195
-0.5962101745605469,-0.4278103637695313,-9.825118560791017,9.852484103676508
-0.571212158203125,-0.417930908203125,-9.826016693115236,9.851474693013722
-0.5751040649414063,-0.4201762390136719,-9.829908599853516,9.855678355081293
-0.5954617309570313,-0.43424697875976564,-9.823621673583984,9.851227735531513
-0.6149212646484375,-0.4122427368164063,-9.801767120361328,9.829685189138619
